Endpoint,Family,Lab,Type,USD/image @1MP,Price basis,Max MP,Size options,Aspect ratios,Image input?,Mask/inpaint?,LoRA?,Style/ref?,Batch max,Strongest side,Weakest side,Strongest use-cases,Weakest use-cases
fal-ai/flux-2/klein/9b/lora,FLUX.2,Black Forest Labs,t2i,0.015,$0.015/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,4,"BFL's frontier line: top-tier photorealism, texture and dense typography, up to 4MP output and 10 reference images, with per-megapixel pricing and draft tiers.","Reference images bill separately (~$0.03/MP each), so multi-ref workflows get pricey; instruction-following and world knowledge trail Nano Banana Pro.","Hero product shots, campaign key visuals, cinematic and painterly art direction, dense typographic posters.","Fact-grounded infographics, many-reference identity work on a budget, conversational iterative editing."
fal-ai/flux-2/klein/realtime,FLUX.2,Black Forest Labs,i2i,,billed per GPU compute-second,1.1,"square, square_hd",via image_size,Yes,No,No,No,1,"BFL's frontier line: top-tier photorealism, texture and dense typography, up to 4MP output and 10 reference images, with per-megapixel pricing and draft tiers.","Reference images bill separately (~$0.03/MP each), so multi-ref workflows get pricey; instruction-following and world knowledge trail Nano Banana Pro.","Hero product shots, campaign key visuals, cinematic and painterly art direction, dense typographic posters.","Fact-grounded infographics, many-reference identity work on a budget, conversational iterative editing."
fal-ai/flux-2/lora,FLUX.2,Black Forest Labs,t2i,0.021,$0.021/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,Yes,No,4,"BFL's frontier line: top-tier photorealism, texture and dense typography, up to 4MP output and 10 reference images, with per-megapixel pricing and draft tiers.","Reference images bill separately (~$0.03/MP each), so multi-ref workflows get pricey; instruction-following and world knowledge trail Nano Banana Pro.","Hero product shots, campaign key visuals, cinematic and painterly art direction, dense typographic posters.","Fact-grounded infographics, many-reference identity work on a budget, conversational iterative editing."
fal-ai/flux-2/lora/edit,FLUX.2,Black Forest Labs,i2i,0.042,$0.021/MP x 2MP (1 in + 1 out),1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,Yes,No,4,"BFL's frontier line: top-tier photorealism, texture and dense typography, up to 4MP output and 10 reference images, with per-megapixel pricing and draft tiers.","Reference images bill separately (~$0.03/MP each), so multi-ref workflows get pricey; instruction-following and world knowledge trail Nano Banana Pro.","Hero product shots, campaign key visuals, cinematic and painterly art direction, dense typographic posters.","Fact-grounded infographics, many-reference identity work on a budget, conversational iterative editing."
fal-ai/flux-2/turbo,FLUX.2,Black Forest Labs,t2i,0.008,$0.008/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,4,"BFL's frontier line: top-tier photorealism, texture and dense typography, up to 4MP output and 10 reference images, with per-megapixel pricing and draft tiers.","Reference images bill separately (~$0.03/MP each), so multi-ref workflows get pricey; instruction-following and world knowledge trail Nano Banana Pro.","Hero product shots, campaign key visuals, cinematic and painterly art direction, dense typographic posters.","Fact-grounded infographics, many-reference identity work on a budget, conversational iterative editing."
fal-ai/flux-2/turbo/edit,FLUX.2,Black Forest Labs,i2i,0.016,$0.008/MP x 2MP (1 in + 1 out),1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,4,"BFL's frontier line: top-tier photorealism, texture and dense typography, up to 4MP output and 10 reference images, with per-megapixel pricing and draft tiers.","Reference images bill separately (~$0.03/MP each), so multi-ref workflows get pricey; instruction-following and world knowledge trail Nano Banana Pro.","Hero product shots, campaign key visuals, cinematic and painterly art direction, dense typographic posters.","Fact-grounded infographics, many-reference identity work on a budget, conversational iterative editing."
fal-ai/instant-character,Face/identity,,i2i,0.1,$0.1/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,No,No,4,"Identity-preserving generation (PuLID, InstantID, PhotoMaker) and portrait animation.",Identity drift under big pose/style shifts.,"Personalized avatars, consistent-character content.",Non-portrait work.
fal-ai/ip-adapter-face-id,Face/identity,,i2i,,billed per GPU compute-second,1.0,custom up to 1024x1024,free,No,No,No,No,1,"Identity-preserving generation (PuLID, InstantID, PhotoMaker) and portrait animation.",Identity drift under big pose/style shifts.,"Personalized avatars, consistent-character content.",Non-portrait work.
fal-ai/live-portrait/image,Face/identity,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"Identity-preserving generation (PuLID, InstantID, PhotoMaker) and portrait animation.",Identity drift under big pose/style shifts.,"Personalized avatars, consistent-character content.",Non-portrait work.
fal-ai/photomaker,Face/identity,,i2i,,billed per GPU compute-second,,fixed,fixed,No,No,No,Yes,4,"Identity-preserving generation (PuLID, InstantID, PhotoMaker) and portrait animation.",Identity drift under big pose/style shifts.,"Personalized avatars, consistent-character content.",Non-portrait work.
fal-ai/pulid,Face/identity,,i2i,,,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,No,No,No,No,8,"Identity-preserving generation (PuLID, InstantID, PhotoMaker) and portrait animation.",Identity drift under big pose/style shifts.,"Personalized avatars, consistent-character content.",Non-portrait work.
fal-ai/florence-2-large/caption-to-phrase-grounding,Florence vision,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"Microsoft Florence-2 vision tasks (caption, detect, OCR) as endpoints.",Analysis only.,Captioning and OCR in pipelines.,Generation.
fal-ai/florence-2-large/dense-region-caption,Florence vision,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"Microsoft Florence-2 vision tasks (caption, detect, OCR) as endpoints.",Analysis only.,Captioning and OCR in pipelines.,Generation.
fal-ai/florence-2-large/object-detection,Florence vision,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"Microsoft Florence-2 vision tasks (caption, detect, OCR) as endpoints.",Analysis only.,Captioning and OCR in pipelines.,Generation.
fal-ai/florence-2-large/ocr-with-region,Florence vision,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"Microsoft Florence-2 vision tasks (caption, detect, OCR) as endpoints.",Analysis only.,Captioning and OCR in pipelines.,Generation.
fal-ai/florence-2-large/open-vocabulary-detection,Florence vision,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"Microsoft Florence-2 vision tasks (caption, detect, OCR) as endpoints.",Analysis only.,Captioning and OCR in pipelines.,Generation.
fal-ai/florence-2-large/referring-expression-segmentation,Florence vision,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"Microsoft Florence-2 vision tasks (caption, detect, OCR) as endpoints.",Analysis only.,Captioning and OCR in pipelines.,Generation.
fal-ai/florence-2-large/region-proposal,Florence vision,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"Microsoft Florence-2 vision tasks (caption, detect, OCR) as endpoints.",Analysis only.,Captioning and OCR in pipelines.,Generation.
fal-ai/florence-2-large/region-to-segmentation,Florence vision,,i2i,,billed per GPU compute-second,,fixed,fixed,Yes,No,No,No,1,"Microsoft Florence-2 vision tasks (caption, detect, OCR) as endpoints.",Analysis only.,Captioning and OCR in pipelines.,Generation.
fal-ai/fast-fooocus-sdxl/image-to-image,Fooocus,,t2i,,billed per GPU compute-second,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9",via image_size,Yes,No,Yes,No,8,SDXL wrapped with automatic prompt expansion — good output with zero prompt skill.,SDXL-era ceiling; opinionated defaults.,"Beginners, quick concept art.",Controlled production.
fal-ai/fooocus,Fooocus,,t2i,,billed per GPU compute-second,,fixed,fixed,No,Yes,Yes,Yes,4,SDXL wrapped with automatic prompt expansion — good output with zero prompt skill.,SDXL-era ceiling; opinionated defaults.,"Beginners, quick concept art.",Controlled production.
fal-ai/fooocus/image-prompt,Fooocus,,t2i,,billed per GPU compute-second,,fixed,fixed,No,Yes,Yes,No,4,SDXL wrapped with automatic prompt expansion — good output with zero prompt skill.,SDXL-era ceiling; opinionated defaults.,"Beginners, quick concept art.",Controlled production.
fal-ai/fooocus/inpaint,Fooocus,,t2i,,billed per GPU compute-second,,fixed,fixed,No,Yes,Yes,No,4,SDXL wrapped with automatic prompt expansion — good output with zero prompt skill.,SDXL-era ceiling; opinionated defaults.,"Beginners, quick concept art.",Controlled production.
fal-ai/fooocus/upscale-or-vary,Fooocus,,t2i,,billed per GPU compute-second,,fixed,fixed,No,No,Yes,No,4,SDXL wrapped with automatic prompt expansion — good output with zero prompt skill.,SDXL-era ceiling; opinionated defaults.,"Beginners, quick concept art.",Controlled production.
fal-ai/glm-image,GLM Image,,t2i,0.05,$0.05/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, portrait_3_2, landscape_3_2, portrait_hd, landscape_hd",via image_size,No,No,No,No,4,Zhipu's image model with strong Chinese comprehension.,Thin evals.,Chinese-market tests.,General work.
fal-ai/glm-image/image-to-image,GLM Image,,i2i,0.05,$0.05/MP x 1MP,1.1,"square_hd, square, portrait_4_3, portrait_16_9, landscape_4_3, landscape_16_9, portrait_3_2, landscape_3_2, portrait_hd, landscape_hd",via image_size,Yes,No,No,No,4,Zhipu's image model with strong Chinese comprehension.,Thin evals.,Chinese-market tests.,General work.
fal-ai/gpt-image-1-mini,GPT Image,OpenAI,t2i,0.006,$0.006 per 1024x1024 (from example),1.1,"auto, 1024x1024, 1536x1024, 1024x1536",via image_size,No,No,No,No,4,OpenAI's instruction-following and world knowledge in image form; conversational editing strength.,Token pricing is opaque and can spike; slow; strict content policy.,"Knowledge-grounded illustrations, iterative what-if editing, UI mockups with sensible text.","High-volume fixed-cost pipelines, uncensored creative range."
fal-ai/gpt-image-1-mini/edit,GPT Image,OpenAI,i2i,0.006,$0.006 per 1024x1024 (from example),1.1,"auto, 1024x1024, 1536x1024, 1024x1536",via image_size,Yes,No,No,No,4,OpenAI's instruction-following and world knowledge in image form; conversational editing strength.,Token pricing is opaque and can spike; slow; strict content policy.,"Knowledge-grounded illustrations, iterative what-if editing, UI mockups with sensible text.","High-volume fixed-cost pipelines, uncensored creative range."
fal-ai/gpt-image-1.5,GPT Image,OpenAI,t2i,0.013,$0.013 per 1024x1024 (from example),1.1,"1024x1024, 1536x1024, 1024x1536",via image_size,No,No,No,No,4,OpenAI's instruction-following and world knowledge in image form; conversational editing strength.,Token pricing is opaque and can spike; slow; strict content policy.,"Knowledge-grounded illustrations, iterative what-if editing, UI mockups with sensible text.","High-volume fixed-cost pipelines, uncensored creative range."
fal-ai/gpt-image-1.5/edit,GPT Image,OpenAI,i2i,0.013,$0.013 per 1024x1024 (from example),1.1,"auto, 1024x1024, 1536x1024, 1024x1536",via image_size,Yes,Yes,No,No,4,OpenAI's instruction-following and world knowledge in image form; conversational editing strength.,Token pricing is opaque and can spike; slow; strict content policy.,"Knowledge-grounded illustrations, iterative what-if editing, UI mockups with sensible text.","High-volume fixed-cost pipelines, uncensored creative range."
fal-ai/gpt-image-1/edit-image,GPT Image,OpenAI,i2i,0.016,$0.016 per 1024x1024 (from example),1.1,"auto, 1024x1024, 1536x1024, 1024x1536",via image_size,Yes,No,No,No,4,OpenAI's instruction-following and world knowledge in image form; conversational editing strength.,Token pricing is opaque and can spike; slow; strict content policy.,"Knowledge-grounded illustrations, iterative what-if editing, UI mockups with sensible text.","High-volume fixed-cost pipelines, uncensored creative range."
